COMID,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,S1_93_11,S30_2040D
23483951,2350.98,72.31,0.10604,825.26000,2.926,8.22000,9.42000
23483951,2271.01,1.16,0.10604,825.26000,2.926,9.30000,10.53000
23483953,2502.08,75.34,0.16624,860.07180,2.824,7.13000,8.30000
23483953,2301.77,49.93,0.16624,860.07180,2.824,8.24000,9.44000
23483955,2493.50,39.50,0.25352,1249.63000,2.479,6.35000,7.50000
23483955,2345.86,44.72,0.25352,1249.63000,2.479,6.87000,8.04000
23483957,2299.72,61.07,0.05570,868.02810,7.597,8.73000,9.94000
23483959,2558.02,76.45,0.17210,868.45010,0.870,6.75000,7.91000
23483959,2350.81,65.10,0.17210,868.45010,0.870,7.72000,8.90000
23484255,2618.13,19.82,0.10771,1147.54400,7.802,7.88000,9.07000
23484255,2507.21,59.70,0.10771,1147.54400,7.802,8.09000,9.28000
23484255,2420.10,48.00,0.10771,1147.54400,7.802,8.56000,9.77000
23484255,2354.72,67.46,0.10771,1147.54400,7.802,8.70000,9.92000
23484555,2448.02,62.42,0.07891,812.43000,4.603,7.76000,8.95000
23484555,2346.51,57.26,0.07891,812.43000,4.603,8.36000,9.56000
23484555,2290.32,14.60,0.07891,812.43000,4.603,9.18000,10.41000
23484555,2250.80,0.00,0.07891,812.43000,4.603,9.87000,11.12000
23480225,2171.68,0.00,0.01063,655.11000,53.145,11.51000,12.80000
23480229,2182.64,5.77,0.00178,744.15550,52.472,12.19000,13.50000
23484875,2325.72,21.36,0.01667,865.71000,10.244,9.67000,10.91000
23483905,2265.08,26.62,0.06536,742.62700,28.984,8.93000,10.16000
23483905,2222.45,71.07,0.06536,742.62700,28.984,8.70000,9.92000
23483907,2468.18,63.24,0.17966,796.22000,3.622,6.75000,7.92000
23483907,2281.88,65.13,0.17966,796.22000,3.622,7.52000,8.70000
23483909,2584.78,7.00,0.15436,741.39620,2.570,6.99000,8.15000
23483909,2438.09,42.47,0.15436,741.39620,2.570,7.27000,8.45000
23483915,2815.44,6.94,0.13196,962.98060,4.529,5.75000,6.89000
23483915,2722.18,15.60,0.13196,962.98060,4.529,6.04000,7.18000
23483915,2565.36,45.65,0.13196,962.98060,4.529,6.41000,7.56000
23483919,2748.70,13.27,0.11275,1089.38600,6.329,5.80000,6.94000
23483919,2620.00,46.05,0.11275,1089.38600,6.329,5.99000,7.13000
23483919,2527.70,66.10,0.11275,1089.38600,6.329,6.12000,7.26000
23483919,2474.90,65.76,0.11275,1089.38600,6.329,6.29000,7.44000
23483921,2165.20,53.29,0.23448,849.37550,2.352,8.07000,9.26000
23483923,2774.37,17.52,0.17446,1038.34100,1.439,5.45000,6.58000
23483923,2592.71,39.33,0.17446,1038.34100,1.439,5.99000,7.13000
23483925,2435.06,78.53,0.28860,959.55000,1.683,6.23000,7.38000
23483927,2344.74,62.69,0.08021,836.53050,8.353,9.42000,10.65000
23483927,2205.14,52.21,0.08021,836.53050,8.353,10.19000,11.45000
23483927,2140.23,31.62,0.08021,836.53050,8.353,10.76000,12.03000
23483927,2105.95,6.36,0.08021,836.53050,8.353,11.18000,12.46000
23483927,2097.04,3.39,0.08021,836.53050,8.353,11.32000,12.61000
23483931,2282.21,67.87,0.06724,971.74200,8.767,8.78000,10.00000
23483931,2216.68,63.30,0.06724,971.74200,8.767,9.04000,10.26000
23484253,2344.85,37.57,0.11647,923.17380,1.934,7.12000,8.29000
23484253,2255.19,47.26,0.11647,923.17380,1.934,7.24000,8.41000
23484553,2623.67,44.35,0.08781,1078.54200,9.055,5.70000,6.83000
23484553,2541.52,28.38,0.08781,1078.54200,9.055,6.09000,7.24000
23484553,2470.08,49.56,0.08781,1078.54200,9.055,6.18000,7.32000
23484553,2380.72,70.54,0.08781,1078.54200,9.055,6.28000,7.42000
23484553,2274.20,62.83,0.08781,1078.54200,9.055,6.47000,7.63000
23484561,2153.22,31.00,0.03164,760.43000,9.717,10.35000,11.61000
23484561,2139.38,44.76,0.03164,760.43000,9.717,10.84000,12.11000
23479761,2669.52,25.91,0.18078,1248.10000,3.051,5.64000,6.78000
23479777,2179.83,50.25,0.03310,958.11950,54.774,8.94000,10.16000
23479779,2197.78,23.38,0.02398,1003.11000,44.968,8.84000,10.05000
23479781,2215.80,5.79,0.02032,1003.11000,41.430,8.74000,9.95000
23479783,2231.49,20.61,0.03480,996.19640,39.349,8.53000,9.74000
23479739,2211.13,54.14,0.02504,1059.25200,46.315,9.01000,10.23000
23479743,2260.17,61.06,0.02904,1285.63000,40.062,8.36000,9.57000
23479747,2312.24,61.75,0.04364,1292.50900,30.289,8.00000,9.19000
23479751,2404.73,54.07,0.06492,1269.17300,18.701,7.48000,8.66000
23479753,2430.90,74.23,0.06770,1248.10000,17.306,7.23000,8.41000
23479755,2468.42,77.63,0.08289,1249.10000,15.140,6.94000,8.11000
23479757,2508.28,84.76,0.10475,1248.10000,7.558,6.45000,7.60000
23479759,2586.85,72.75,0.12248,1265.06700,5.740,6.06000,7.20000
23480239,2243.05,20.54,0.01107,772.75000,41.080,8.11000,9.31000
23480241,2250.22,8.84,0.01812,772.75000,33.774,7.80000,8.99000
23480249,2373.11,56.63,0.03396,1154.66000,8.109,6.62000,7.78000
23479873,2519.15,51.15,0.06002,866.11000,13.716,7.13000,8.31000
23479879,2698.97,12.63,0.11055,1050.36700,4.587,6.15000,7.29000
23483407,2699.57,13.26,0.14778,1162.91000,0.631,7.63000,8.82000
23483413,2666.18,21.71,0.07401,1162.91000,0.760,8.06000,9.26000
23479223,2084.08,25.35,0.00455,607.48560,146.228,14.00000,15.36000
23479235,2139.96,77.50,0.00077,760.43000,76.277,16.63000,18.06000
23479243,2154.89,66.66,0.01086,1193.65700,56.732,9.50000,10.74000
23479245,2159.33,69.50,0.00192,1203.30000,49.309,9.57000,10.81000
23479275,2163.41,11.25,0.00657,655.11000,164.694,11.28000,12.57000
23479291,2311.53,60.88,0.03812,1015.67000,7.439,9.56000,10.80000
23479297,2223.27,16.13,0.01605,831.20320,66.253,10.81000,12.08000
23479299,2238.06,0.00,0.01454,828.01790,47.322,10.37000,11.63000
23479301,2244.52,0.00,0.01324,838.58000,41.554,10.11000,11.37000
23479307,2280.96,33.83,0.01640,838.58000,27.769,9.32000,10.55000
23479313,2312.86,0.00,0.01008,865.71000,14.161,9.36000,10.60000
23479317,2367.78,59.95,0.03626,954.16700,7.172,8.25000,9.46000
23479661,2213.39,48.97,0.01633,892.19590,85.310,8.16000,9.36000
23479663,2226.40,48.64,0.03924,840.75000,82.014,8.04000,9.23000
23479667,2255.89,44.10,0.02064,1180.03000,67.537,7.53000,8.71000
23479669,2266.70,65.50,0.02655,1182.56500,66.369,7.25000,8.43000
23479673,2333.41,74.77,0.03336,1178.10300,33.405,6.62000,7.77000
23479675,2367.80,62.08,0.03179,1130.54300,26.050,6.49000,7.64000
23479677,2388.35,39.11,0.02892,1069.75000,21.904,6.60000,7.75000
23479695,2037.32,16.44,0.03420,751.84000,120.253,12.05000,13.36000
23479699,2071.98,17.19,0.01681,762.31480,115.725,11.51000,12.80000
23479701,2078.98,9.88,0.01529,768.07310,111.802,11.42000,12.71000
23479703,2086.73,7.67,0.02465,751.84000,109.369,11.32000,12.60000
23479705,2093.66,37.58,0.01398,886.70590,107.716,10.81000,12.08000
23479707,2108.15,37.72,0.01776,965.29120,104.605,10.42000,11.68000
23479709,2125.33,29.20,0.01648,1004.26000,102.433,10.28000,11.54000
23479711,2122.93,44.25,0.02018,1004.26000,101.186,10.12000,11.37000
23479713,2133.24,49.88,0.01978,989.83700,84.547,9.92000,11.17000
23479719,2181.90,45.67,0.03425,1086.98300,73.244,9.28000,10.51000
23479721,2193.28,33.43,0.02248,1023.01100,71.628,9.48000,10.72000
23479729,2508.67,69.28,0.05777,1146.70000,7.332,6.83000,7.99000
23480195,2187.51,48.73,0.01838,885.96200,35.140,11.44000,12.73000
23480307,2314.10,56.24,0.11487,1429.58000,9.885,10.00000,11.25000
23480311,2577.09,24.14,0.07986,1429.58000,2.322,9.18000,10.41000
23483199,2103.73,0.00,0.01128,583.36000,7.125,10.13000,11.39000
23483201,2100.60,0.00,0.00815,614.62680,8.591,10.18000,11.44000
23483203,2103.43,0.00,0.00312,583.36000,0.511,10.40000,11.66000
23483217,2277.90,74.96,0.18098,840.75000,4.243,6.88000,8.05000
23483263,2094.03,0.00,0.00599,689.04000,16.350,12.17000,13.48000
23483343,2827.88,8.00,0.13132,1048.13000,1.213,5.60000,6.73000
23483393,2910.34,1.43,0.01406,1146.70000,0.004,5.61000,6.74000
23483395,2669.68,17.61,0.10104,1353.18400,1.964,16.24000,17.66000
23483431,2741.68,0.00,0.03573,1162.91000,0.004,7.13000,8.31000
23483441,2637.50,22.60,0.17390,1162.91000,1.027,7.83000,9.02000
23483443,2718.02,0.00,0.10188,1162.91000,0.268,6.81000,7.97000
23483447,2649.74,10.78,0.06083,1162.91000,0.005,7.23000,8.40000
23483449,2593.09,48.86,0.11605,1162.91000,0.607,9.12000,10.35000
23483459,2608.59,25.82,0.07050,1378.74000,2.638,8.19000,9.39000
23483461,2633.87,15.00,0.06899,1378.74000,1.798,7.23000,8.40000
23483465,2440.29,18.22,0.25412,1429.58000,3.757,10.11000,11.36000
23483467,2625.86,22.13,0.00078,1378.74000,0.703,11.50000,12.79000
23483553,2384.96,81.92,0.08385,871.05280,5.082,7.92000,9.11000
23483563,2272.45,37.31,0.01611,1015.67000,8.648,10.26000,11.51000
23483933,2747.88,0.43,0.13668,1378.74000,1.165,5.85000,6.98000
23484617,2109.02,0.00,0.20790,793.13320,2.419,9.31000,10.54000
23479671,2320.41,80.67,0.02424,1184.00500,61.451,6.83000,7.99000
23483373,2290.84,31.80,0.12340,1170.88300,8.075,13.93000,15.29000
23480257,2170.82,71.59,0.10657,904.93000,17.565,8.84000,10.06000
23480259,2395.95,50.18,0.11079,904.93000,15.835,8.11000,9.30000
23480259,2311.94,58.30,0.11079,904.93000,15.835,8.42000,9.63000
23480263,2683.38,47.40,0.10344,1068.33100,6.434,8.24000,9.44000
23482873,2404.58,58.93,0.10828,936.77250,4.362,6.94000,8.11000
23482873,2244.27,61.00,0.10828,936.77250,4.362,7.45000,8.63000
23482875,2648.47,57.26,0.09256,1108.51000,1.144,4.96000,6.07000
23482877,2411.26,47.83,0.13582,687.54960,2.642,7.41000,8.59000
23482877,2280.61,7.33,0.13582,687.54960,2.642,8.15000,9.35000
23482879,2406.95,49.30,0.12008,727.54670,5.755,9.06000,10.28000
23482881,2591.98,58.24,0.09591,1087.00400,9.711,9.89000,11.14000
23482883,2258.26,0.68,0.15299,581.13000,1.966,8.73000,9.94000
23482883,2094.80,10.64,0.15299,581.13000,1.966,9.13000,10.36000
23482885,2860.46,20.14,0.17181,763.70810,4.447,5.74000,6.87000
23482885,2581.95,65.36,0.17181,763.70810,4.447,6.47000,7.62000
23482885,2427.85,59.14,0.17181,763.70810,4.447,7.14000,8.31000
23482885,2280.52,11.30,0.17181,763.70810,4.447,8.06000,9.26000
23482891,2401.52,59.12,0.10795,723.87190,1.641,7.15000,8.32000
23482891,2217.74,66.64,0.10795,723.87190,1.641,7.63000,8.82000
23482891,2132.22,68.62,0.10795,723.87190,1.641,7.87000,9.07000
23482893,2319.04,0.15,0.08287,736.32690,2.532,7.65000,8.84000
23482893,2228.50,2.82,0.08287,736.32690,2.532,7.95000,9.14000
23482895,2292.47,35.90,0.09277,689.85770,1.784,7.45000,8.63000
23482895,2209.20,8.77,0.09277,689.85770,1.784,7.91000,9.10000
23482901,2593.80,14.39,0.25871,1261.54000,1.677,6.60000,7.76000
23482901,2240.58,64.12,0.25871,1261.54000,1.677,7.53000,8.71000
23482905,2424.11,67.53,0.15094,725.96000,1.269,8.14000,9.34000
23482907,2312.44,50.63,0.12246,650.49530,3.213,7.86000,9.05000
23482909,2454.60,0.47,0.14253,913.13000,1.533,6.41000,7.56000
23479113,2163.25,70.79,0.05198,983.35930,49.400,9.69000,10.94000
23479113,2127.33,56.11,0.05198,983.35930,49.400,9.67000,10.91000
23479113,2030.73,65.11,0.05198,983.35930,49.400,9.68000,10.92000
23479117,2198.41,72.15,0.02757,1255.77400,35.064,9.80000,11.04000
23479119,2238.36,69.73,0.02647,1261.54000,31.841,9.98000,11.23000
23479121,2278.30,83.37,0.01599,1261.34600,26.699,9.82000,11.07000
23479121,2265.86,87.81,0.01599,1261.34600,26.699,9.90000,11.15000
23479123,2409.14,60.38,0.10600,1274.93600,11.952,9.50000,10.74000
23479127,2686.44,16.08,0.14202,1320.74400,8.581,8.94000,10.16000
23479127,2509.93,55.92,0.14202,1320.74400,8.581,9.33000,10.56000
23479883,2012.62,21.15,0.03065,499.64440,56.504,10.10000,11.35000
23479883,1983.51,24.63,0.03065,499.64440,56.504,10.13000,11.39000
23479885,2122.90,42.30,0.03861,634.83590,44.840,9.47000,10.70000
23479885,2091.35,48.95,0.03861,634.83590,44.840,9.48000,10.72000
23479885,2055.43,41.90,0.03861,634.83590,44.840,9.63000,10.87000
23479887,2235.38,13.78,0.17933,669.00260,4.409,8.14000,9.33000
23479893,2009.24,9.65,0.05052,560.52380,38.143,9.79000,11.03000
23479895,2088.94,9.62,0.04166,626.92960,29.210,9.65000,10.89000
23482837,2604.67,54.09,0.08248,1108.51000,2.359,5.17000,6.29000
23482843,2772.62,41.21,0.11295,1224.61000,3.480,9.67000,10.91000
23482849,2562.61,33.20,0.12295,1260.59000,2.476,11.95000,13.26000
23482851,2275.56,49.28,0.27127,1261.54000,2.856,11.16000,12.44000
23482853,2445.56,19.21,0.16118,580.15420,3.140,8.13000,9.33000
23482853,2279.67,19.45,0.16118,580.15420,3.140,8.60000,9.81000
23482853,2134.22,2.33,0.16118,580.15420,3.140,9.05000,10.28000
23482859,2339.14,0.00,0.11029,913.13000,1.952,7.09000,8.26000
23482865,2674.53,18.87,0.14066,780.65570,4.181,7.96000,9.16000
23482869,2695.43,48.89,0.10756,1108.51000,1.197,4.72000,5.83000
23479143,2003.56,4.76,0.00336,548.31000,689.507,12.37000,13.68000
23479149,2008.00,13.33,0.00424,553.81520,686.758,12.01000,13.31000
23479153,2013.66,1.21,0.00738,563.30580,630.907,12.21000,13.52000
23479161,2019.12,0.00,0.00518,573.41070,625.365,11.96000,13.27000
23479165,2025.12,8.36,0.00622,548.31000,622.699,11.75000,13.05000
23479169,2033.26,0.84,0.00646,564.36350,622.246,11.76000,13.06000
23479173,2038.66,32.51,0.00403,567.61000,621.244,11.64000,12.93000
23479181,2053.50,21.25,0.00493,567.52290,588.541,11.71000,13.01000
23479181,2047.98,45.64,0.00493,567.52290,588.541,11.50000,12.80000
23479189,2210.41,65.90,0.02185,755.78560,31.326,14.23000,15.60000
23479189,2196.62,64.63,0.02185,755.78560,31.326,14.39000,15.76000
23479189,2189.74,65.46,0.02185,755.78560,31.326,14.25000,15.62000
23479189,2181.50,58.15,0.02185,755.78560,31.326,14.11000,15.47000
23479189,2175.55,70.00,0.02185,755.78560,31.326,13.83000,15.19000
23479189,2176.56,61.07,0.02185,755.78560,31.326,13.73000,15.09000
23479189,2111.07,50.74,0.02185,755.78560,31.326,14.09000,15.46000
23479191,2226.91,66.00,0.01267,1130.35000,23.494,14.44000,15.81000
23479217,2069.74,24.10,0.00416,614.28020,444.410,11.62000,12.92000
23479219,2073.80,26.39,0.00405,567.52380,442.986,11.39000,12.67000
23479221,2079.89,38.26,0.00305,589.91980,184.357,13.21000,14.54000
23479257,2079.82,11.37,0.00534,560.39800,254.816,9.69000,10.93000
23479325,2187.75,40.09,0.03440,586.67770,46.706,8.73000,9.94000
23479325,2149.27,19.61,0.03440,586.67770,46.706,9.21000,10.43000
23479325,2107.97,0.70,0.03440,586.67770,46.706,10.21000,11.46000
23479325,2084.28,0.00,0.03440,586.67770,46.706,10.57000,11.83000
23479327,2270.60,47.72,0.02531,713.30720,44.240,8.16000,9.36000
23479327,2250.66,53.26,0.02531,713.30720,44.240,8.23000,9.43000
23479327,2220.12,47.24,0.02531,713.30720,44.240,8.42000,9.62000
23479329,2299.43,1.25,0.02740,950.04870,37.788,8.10000,9.30000
23479331,2338.43,10.97,0.02246,929.72410,33.260,8.00000,9.20000
23479333,2425.71,21.73,0.04262,1068.82300,28.965,7.38000,8.56000
23479333,2388.00,22.50,0.04262,1068.82300,28.965,7.47000,8.66000
23479337,2513.36,55.93,0.04656,1167.25000,14.384,6.79000,7.95000
23479339,2683.32,40.03,0.07985,1193.41300,7.080,5.82000,6.95000
23479339,2594.79,38.90,0.07985,1193.41300,7.080,6.12000,7.27000
23479341,2753.92,39.20,0.09850,1404.56200,2.354,5.97000,7.11000
23479345,2897.40,7.65,0.11027,1405.42000,0.693,5.44000,6.57000
23479347,2095.40,15.95,0.02779,567.61000,31.424,10.54000,11.80000
23479347,2070.16,9.35,0.02779,567.61000,31.424,10.62000,11.89000
23479349,2123.32,48.81,0.02611,631.53470,29.460,10.25000,11.51000
23479351,2182.94,53.76,0.02361,685.07000,24.924,9.05000,10.28000
23479351,2163.14,18.09,0.02361,685.07000,24.924,9.94000,11.19000
23479357,2310.31,16.66,0.04106,830.16180,15.448,8.26000,9.46000
23479357,2264.52,35.25,0.04106,830.16180,15.448,8.30000,9.50000
23479359,2568.35,1.90,0.06520,925.52940,8.494,6.98000,8.15000
23479359,2498.49,0.13,0.06520,925.52940,8.494,7.24000,8.42000
23479359,2474.58,16.98,0.06520,925.52940,8.494,7.21000,8.39000
23479359,2388.20,7.38,0.06520,925.52940,8.494,7.62000,8.80000
23479361,2648.47,12.53,0.10582,1107.86700,0.821,6.06000,7.20000
23479441,2494.11,51.67,0.05439,1290.34100,17.338,5.30000,6.42000
23479443,2839.79,34.14,0.08244,1316.86300,10.255,4.20000,5.30000
23479443,2722.14,47.56,0.08244,1316.86300,10.255,4.49000,5.59000
23479443,2626.66,54.80,0.08244,1316.86300,10.255,4.77000,5.87000
23479443,2560.77,52.97,0.08244,1316.86300,10.255,5.01000,6.12000
23479627,2383.89,59.90,0.06008,697.50670,44.977,10.00000,11.25000
23479627,2340.11,55.76,0.06008,697.50670,44.977,10.31000,11.57000
23479627,2311.13,54.82,0.06008,697.50670,44.977,10.58000,11.84000
23479627,2275.65,54.80,0.06008,697.50670,44.977,10.91000,12.18000
23479627,2228.63,68.24,0.06008,697.50670,44.977,10.94000,12.22000
23479627,2125.14,63.10,0.06008,697.50670,44.977,11.33000,12.61000
23479627,2030.28,49.33,0.06008,697.50670,44.977,11.77000,13.07000
23479629,2442.51,51.35,0.03990,793.36670,27.429,10.46000,11.72000
23479631,2537.28,57.66,0.04727,1199.38900,16.030,8.66000,9.88000
23479631,2474.92,56.44,0.04727,1199.38900,16.030,8.94000,10.16000
23479637,2691.81,45.06,0.10868,1237.97200,7.710,8.70000,9.91000
23479639,1893.81,38.19,0.00989,654.91520,436.114,10.80000,12.07000
23479639,1882.06,42.50,0.00989,654.91520,436.114,10.83000,12.10000
23479639,1876.46,23.90,0.00989,654.91520,436.114,11.01000,12.28000
23479641,1907.17,27.85,0.00478,481.41000,398.056,11.10000,12.38000
23479643,1921.03,24.67,0.01357,576.80430,392.956,10.58000,11.85000
23479645,1933.88,22.82,0.01070,569.07500,384.685,10.33000,11.59000
23479647,1955.23,53.93,0.01819,588.01500,129.738,9.41000,10.65000
23479649,2058.93,61.45,0.03069,730.86530,127.017,9.08000,10.31000
23479649,2019.13,51.11,0.03069,730.86530,127.017,9.20000,10.43000
23479649,1979.14,64.69,0.03069,730.86530,127.017,9.12000,10.35000
23479655,2115.96,47.88,0.01965,775.21220,112.811,8.96000,10.18000
23479657,2174.99,44.14,0.03727,876.43200,91.202,8.15000,9.35000
23479689,2010.74,29.67,0.01394,664.32620,205.906,11.06000,12.34000
23479689,1990.68,28.07,0.01394,664.32620,205.906,10.89000,12.16000
23479689,1989.30,42.62,0.01394,664.32620,205.906,10.56000,11.83000
23479689,1959.51,51.76,0.01394,664.32620,205.906,10.35000,11.61000
23479797,2082.76,31.10,0.07341,643.74570,37.373,8.75000,9.97000
23479799,2226.51,33.45,0.10260,876.20860,19.320,7.84000,9.03000
23479813,2278.39,83.37,0.14002,700.95480,10.698,8.09000,9.29000
23479813,2141.67,58.82,0.14002,700.95480,10.698,8.92000,10.14000
23479815,2908.38,14.88,0.15151,810.60980,3.406,5.67000,6.80000
23479815,2675.14,38.40,0.15151,810.60980,3.406,6.42000,7.57000
23479815,2514.43,73.73,0.15151,810.60980,3.406,6.84000,8.01000
23479819,2349.63,49.69,0.16484,716.95090,2.125,7.64000,8.83000
23479819,2216.99,17.15,0.16484,716.95090,2.125,8.38000,9.58000
23479835,1863.86,34.67,0.00782,469.22260,224.943,10.64000,11.90000
23479843,1944.83,27.03,0.02113,486.96110,102.518,9.81000,11.06000
23479843,1930.43,31.84,0.02113,486.96110,102.518,9.65000,10.89000
23479843,1898.09,22.85,0.02113,486.96110,102.518,9.70000,10.94000
23479845,2165.02,4.84,0.08515,571.20430,14.360,9.01000,10.23000
23479845,2090.89,34.95,0.08515,571.20430,14.360,9.02000,10.24000
23479845,2008.14,40.13,0.08515,571.20430,14.360,9.24000,10.46000
23479849,2687.92,42.93,0.15833,700.04480,3.385,6.22000,7.36000
23479849,2549.33,53.83,0.15833,700.04480,3.385,6.65000,7.81000
23479849,2359.98,26.46,0.15833,700.04480,3.385,7.54000,8.72000
23479851,2783.48,11.94,0.11872,819.92510,2.398,6.20000,7.35000
23479853,1978.42,52.38,0.03590,497.91830,82.959,9.53000,10.77000
23479855,2008.73,33.06,0.02362,580.47410,77.462,9.62000,10.86000
23479857,2059.12,56.75,0.04711,581.36000,53.488,9.21000,10.44000
23479859,2141.58,55.63,0.03987,640.62180,49.643,8.92000,10.14000
23479897,2159.51,1.96,0.05786,673.24350,16.134,9.34000,10.58000
23479901,2316.17,33.62,0.09259,675.00100,7.477,8.30000,9.51000
23479903,2452.45,23.06,0.13895,746.62680,2.712,7.47000,8.65000
23479921,2218.59,26.32,0.05442,703.50380,20.532,11.35000,12.64000
23479925,2470.40,45.59,0.13595,725.27460,5.540,8.74000,9.95000
23479927,2680.42,7.91,0.07500,720.13580,2.840,8.54000,9.75000
23479927,2596.92,22.49,0.07500,720.13580,2.840,8.82000,10.03000
23480119,1925.11,21.97,0.02657,497.06080,97.727,10.01000,11.26000
23480119,1904.08,12.11,0.02657,497.06080,97.727,9.87000,11.12000
23480169,2110.42,0.00,0.02401,642.29410,50.185,9.46000,10.70000
23480169,2086.63,0.00,0.02401,642.29410,50.185,10.05000,11.30000
23480169,2064.73,1.09,0.02401,642.29410,50.185,9.91000,11.15000
23480171,2275.34,8.34,0.02902,754.54990,43.980,7.62000,8.80000
23480171,2256.78,32.34,0.02902,754.54990,43.980,7.25000,8.42000
23480171,2245.55,12.02,0.02902,754.54990,43.980,7.28000,8.45000
23480171,2215.22,30.59,0.02902,754.54990,43.980,7.53000,8.71000
23480171,2175.37,0.00,0.02902,754.54990,43.980,8.02000,9.22000
23480171,2134.64,0.00,0.02902,754.54990,43.980,8.68000,9.90000
23480173,2317.22,8.10,0.05869,1094.02800,19.219,7.45000,8.63000
23480175,2435.16,0.35,0.05983,1111.39800,14.320,7.39000,8.57000
23480179,2542.01,8.74,0.10670,1128.55400,7.176,7.85000,9.04000
23480267,2814.04,27.88,0.06684,1369.92100,4.068,7.56000,8.75000
23480285,2026.13,18.96,0.00562,601.16920,17.330,7.84000,9.03000
23480287,2282.55,62.83,0.08202,878.56490,5.611,7.15000,8.32000
23480287,2186.21,71.84,0.08202,878.56490,5.611,7.09000,8.26000
23480287,2097.07,79.71,0.08202,878.56490,5.611,7.03000,8.20000
23480287,2037.98,61.56,0.08202,878.56490,5.611,6.81000,7.97000
23480289,2380.63,59.51,0.06092,838.17080,12.858,9.62000,10.86000
23480289,2335.49,66.76,0.06092,838.17080,12.858,9.57000,10.81000
23480289,2281.33,64.77,0.06092,838.17080,12.858,9.65000,10.89000
23480289,2232.98,69.12,0.06092,838.17080,12.858,9.56000,10.79000
23480289,2164.20,72.19,0.06092,838.17080,12.858,9.73000,10.97000
23480289,2047.97,77.98,0.06092,838.17080,12.858,10.13000,11.39000
23480291,2569.40,19.76,0.09562,1156.31300,6.345,8.88000,10.10000
23480291,2481.29,43.41,0.09562,1156.31300,6.345,8.92000,10.14000
23480291,2436.14,53.68,0.09562,1156.31300,6.345,8.90000,10.12000
23480399,2082.78,48.22,0.03153,548.31000,10.456,8.31000,9.51000
